sentiment,confidence,text
기쁨(행복한),0.48320579528808594,웅웅 다녀올게!
일상적인,0.7148542404174805,응!
기쁨(행복한),0.47033578157424927,난 엄마랑 치과 도착
일상적인,0.567534863948822,치과에서는 머래?
생각이 많은,0.2840544581413269,"엄마집근처치과로 와봤는데 
여기는 거의 1000만원이라고하네"
슬픔(우울한),0.6649385690689087,흐음..
짜증남,0.7946630716323853,틀니 하는데 1000만원인거야?
일상적인,0.8335415720939636,기존 치아 치료랑 틀니 해서 900만원정도
슬픔(우울한),0.8377261161804199,음….. 너무… 비싸긴한데.. ㅠㅠ
짜증남,0.9305210113525391,처음에 600만원이라고 했던 곳은 어딘데?
걱정스러운(불안한),0.4402517080307007,일단 지금 치아 다 뜯어서 살릴수있는 치아는 살리고
일상적인,0.7689229249954224,반석에있는 치과
걱정스러운(불안한),0.3531096577644348,거기는 어떻게 하는지 설명을 제대로 못들어서
걱정스러운(불안한),0.4677567481994629,가봐야할거같아
슬픔(우울한),0.6614177823066711,하루 이틀안에 끝날 치료는 아닌 것 같네
기쁨(행복한),0.6684910655021667,응웅
슬픔(우울한),0.3454309105873108,그렇군 그럼 반석에 있는 치과는 오늘 안가는거야?
걱정스러운(불안한),0.9781988859176636,"채아가 머리가어지럽다고 연락이왔네. 
태권도 안보내고 5시-5시반 사이에 유치원으로 데리러 가겠다고 했어요."
짜증남,0.6613246202468872,응 알았어
일상적인,0.7673403024673462,연아는 5시반 아파트앞에서 차 내려요
설레는(기대하는),0.5630265474319458,혹시 모르니 유치원 선생님 번호좀 알려줘
일상적인,0.8644673824310303,연락처: 해관유치원
일상적인,0.7101266980171204,초록반 남채아
즐거운(신나는),0.47280973196029663,나 혼자가서 설명들을수있다고해서 나혼자 가는중!
슬픔(우울한),0.3569744825363159,비 엄청온다여기
걱정스러운(불안한),0.33199542760849,낮에는 대전 폭염주의보였던거같은데
일상적인,0.8704493045806885,반석위치과의원 대전 유성구 북유성대로 303 뉴타운프라자 2층
일상적인,0.6211901307106018,원장선생님께 전화드렸어요!(원장선생님이운전하심)
일상적인,0.3033961355686188,사진
걱정스러운(불안한),0.926272988319397,6시반차도 있는데 아슬아슬해서
즐거운(신나는),0.5530940890312195,일단 이거로 예매했엉!
즐거운(신나는),0.5615726113319397,오케이 알겠어 ㅋ
즐거운(신나는),0.719676673412323,이제 기차타고 출발!
일상적인,0.579915463924408,사진 2장
일상적인,0.5166880488395691,채아가 만든 주먹밥
기쁨(행복한),0.5492728352546692,우왕ㅋㅋㅋㅋ너무귀엽다!!
기쁨(행복한),0.5442249774932861,귀여워 ㅋㅋㅋㅋ잘만들었다ㅋㅋㅋㅋ
즐거운(신나는),0.27141162753105164,심지어 참치 주먹밥임 ㅋ
즐거운(신나는),0.5307793021202087,ㅋㅋㅋ김자반이랑 참치로 만들었어?ㅋㅋ
즐거운(신나는),0.5016487240791321,응 ㅋ
일상적인,0.2679780423641205,참치 마요 주먹밥임 ㅋ
즐거운(신나는),0.4815184473991394,참치가 있길래 만들었지 ㅋ
즐거운(신나는),0.48744717240333557,잘했당!ㅎㅎ 난 이제 광명역 도착!ㅎㅎ
설레는(기대하는),0.6438788771629333,"엄마 한달에 보험료 25만원 낸다고 하시는데

보험관리사분한테 어떤보험이 들어져있는지 내가 물어봐도되겠지?"
일상적인,0.3742268681526184,"안녕하세요~
김소용님 자녀 이신영이라고 합니다.

저희엄마 어떤보험이 들어져있는지 
궁금해서 연락드립니다.^^"
일상적인,0.2578120827674866,요렇게 보내려고 하는데
일상적인,0.48310449719429016,그 보험이 모두 한 보험관리사에게 가입한거래?
짜증남,0.39335334300994873,만약에 그러면 가입된 상품의 상품 설명서를 보내달라고 해봐
일상적인,0.8122802972793579,그러면 보내줄거야
일상적인,0.7608827948570251,물어볼게!
즐거운(신나는),0.5016487240791321,응 ㅋ
즐거운(신나는),0.5377903580665588,야옹! 친구의 탕후루 선물을 확인해보라냥🐾 친구가 만들어줘서 더 맛있는 탕후루 지금 먹으러 가기⚡️
짜증남,0.6294596195220947,싫은데
일상적인,0.6063410043716431,이모티콘
즐거운(신나는),0.5081763863563538,ㅋㅋㅋㅋ
즐거운(신나는),0.5596561431884766,ㅋㅋㅋㅋ이제 연아데리러가는중
즐거운(신나는),0.3680720031261444,그래요 ㅋ
즐거운(신나는),0.3802391588687897,저녁 먹고 들어가요 오늘
기쁨(행복한),0.27247411012649536,네넹!
설레는(기대하는),0.8864098787307739,난 어제여보가가져온 소고기 먹으려고! 괜찮지?
기쁨(행복한),0.6564801931381226,애들이랑 같이 ㅎㅎ
일상적인,0.3154056668281555,응응 그럼!
기쁨(행복한),0.666548490524292,맛있게 먹어요 ㅋㅋㅋ
즐거운(신나는),0.5135174989700317,웅웅ㅋㅋ
설레는(기대하는),0.9558401703834534,난 출출해서 뭐 시켜먹을까 하는데 여보는 생각있엉?
기쁨(행복한),0.5937483310699463,그래 난 좋아 ㅋ
고마운,0.43665122985839844,돈 보내준거 확인했어요~!
기쁨(행복한),0.4859190285205841,뉍 ㅋ
슬픔(우울한),0.5225321054458618,채아 오늘 교회가고싶다네 ..
걱정스러운(불안한),0.9832582473754883,저번 처럼 데리러 가야하나?
일상적인,0.3220285475254059,그래야하나 물어봐야겠다
기쁨(행복한),0.6239328384399414,어머니아버지 배웅나왔다가 예진이네 발견해서 잠깐 인사하러 예진이네왔엉 ㅎ
짜증남,0.6328842043876648,응 알았오
설레는(기대하는),0.9069661498069763,여보 준비 끝나면 연락줘
일상적인,0.3215389549732208,준비끝
슬픔(우울한),0.6766799092292786,오늘은 많이 바쁜가부네
일상적인,0.3033961355686188,사진
즐거운(신나는),0.4656306505203247,두둥
즐거운(신나는),0.4904680848121643,오옷!!!!
기쁨(행복한),0.5485718846321106,멋지구리!!!
일상적인,0.3033961355686188,사진
즐거운(신나는),0.5776633620262146,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
일상적인,0.6257359981536865,여보 그 속도위반 고지서
일상적인,0.4049515128135681,찍어서 보내줘
일상적인,0.3033961355686188,사진
즐거운(신나는),0.43651527166366577,매직키보드인가 ㅋㅋ
기쁨(행복한),0.5614751577377319,좋아보인다 ㅋㅋㅋㅋㅋ연아얼굴짱귀
즐거운(신나는),0.4729017913341522,ㅋㅋㅋ
즐거운(신나는),0.5696646571159363,이따가 집에가서 보여줄게 ㅋ
슬픔(우울한),0.4759616553783417,그리고 앞에 보호 필름도 붙여줘야 해 ㅠㅠ
슬픔(우울한),0.527070939540863,난 도저히 못하겠다
기쁨(행복한),0.47786498069763184,웅웅 내가할게!
즐거운(신나는),0.3680720031261444,그래요 ㅋ
즐거운(신나는),0.23356641829013824,범칙금도 냈다 ㅋ
걱정스러운(불안한),0.3247528672218323,여보는 속 괜찮지?
사랑하는,0.40827274322509766,응 괜찮아
걱정스러운(불안한),0.964726984500885,여보 속 안좋아?
슬픔(우울한),0.6451393961906433,난 과음했다 ㅠㅠㅠㅠ오랜만에 숙취ㅠㅠㅠㅠ
슬픔(우울한),0.4179840087890625,어익후
슬픔(우울한),0.835630476474762,ㅠㅠ
생각이 많은,0.5298565626144409,이제 진짜 술 3잔만 마셔야하나봐
일상적인,0.3700258731842041,어제 몇잔 마셨는데?
일상적인,0.46889781951904297,4~5잔 마셨던거같은뎅?
생각이 많은,0.38886553049087524,그런가…
일상적인,0.6063410043716431,이모티콘
즐거운(신나는),0.5582084655761719,애들 등원시키고 숙취해소제사서 바로 마셨당ㅋㅋ
기쁨(행복한),0.8312848210334778,잘했어!
기쁨(행복한),0.4739517271518707,아 그리고 방금 돈 보냈어요
짜증남,0.30741721391677856,넵! 이제 다 내야겠당
일상적인,0.3033961355686188,사진
즐거운(신나는),0.5993356704711914,쿄쿄쿄
즐거운(신나는),0.4336364269256592,샀어? ㅋ
즐거운(신나는),0.5269740223884583,웅웅!!ㅋㅋㅋㅋㅋ
즐거운(신나는),0.5265438556671143,쿠팡에서 어제 주문했눈데 오늘 바로도착ㅋㅋㅋ
즐거운(신나는),0.5235485434532166,ㅋㅋㅋㅋ 어제 산것들 얼만지 보내줘
기쁨(행복한),0.4486297369003296,입금할게 ㅋ
일상적인,0.7422494888305664,갤탭이랑 같이?
일상적인,0.7459646463394165,"668,980원 입니당"
즐거운(신나는),0.3350289762020111,보냈습니다. ㅋ
즐거운(신나는),0.4250679612159729,스위치는 티비에 연결해봤어? ㅋ
즐거운(신나는),0.36194416880607605,아직 ㅎㅎㅎ
즐거운(신나는),0.27818673849105835,뭔가 연결하기 어려워보여서 안건드렸엉 ㅎㅎ
즐거운(신나는),0.4729017913341522,ㅋㅋㅋ
즐거운(신나는),0.5065436959266663,오랜만에 테트리스하니까 재밌당ㅋㅋㅋ
즐거운(신나는),0.5388307571411133,스위치로 테트리스를 하다니 ㅋㅋㅋ
즐거운(신나는),0.6490713357925415,ㅋㅋㅋㅋㅋㅋ이거 없어진지 진짜 오래된게임이란말야ㅋㅋㅋㅋ
슬픔(우울한),0.5772496461868286,그러니깐 스위치로 없어진지 진짜 오래된 게임을 하다니
즐거운(신나는),0.4972345232963562,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ놀리는건가 감탄하는건가
즐거운(신나는),0.5830137729644775,"노,, 아니 탐칸… 아니 캄탐…. 아니 감탄하는거지"
일상적인,0.6063410043716431,이모티콘
설레는(기대하는),0.4444381296634674,오늘 옷사러갈거야?
즐거운(신나는),0.6836974620819092,내일 갈까? ㅋㅋㅋ
즐거운(신나는),0.6000595688819885,오늘 가도 대고 ㅋ
걱정스러운(불안한),0.8153764605522156,주차장인데 애들 더 자고싶어하는거같아서 갈거면 여보내려오면될거같아
슬픔(우울한),0.6570569276809692,아 그렇군 일단 나 라면 ㅠㅠ
즐거운(신나는),0.4505774676799774,아하 그럼 올라갈게 ㅎㅎ
일상적인,0.6450002789497375,"쿠팡을 추천합니다!
Soopii GaN 65W 초고속충전 2구 콘센트 4000W USB 멀티탭 GC10"
일상적인,0.6505202054977417,"쿠팡을 추천합니다!
유그린 GaNIII 멀티탭 고속충전기 DigiNest Cube 3680W with PD65W"
일상적인,0.34809473156929016,여보
일상적인,0.46138304471969604,카드 받은거 앞뒤로 사진 찍어서 보내줘
일상적인,0.808833658695221,사용 등록 할거고
일상적인,0.4834417700767517,그거 우리 차 하이패스에 설치하면 대
짜증남,0.5066627860069275,기존 신한카드는 없애고
기쁨(행복한),0.27247411012649536,네넹!
일상적인,0.42967918515205383,카드 사진은 언제 보내줄거야?
슬픔(우울한),0.835630476474762,ㅠㅠ
일상적인,0.579915463924408,사진 2장
슬픔(우울한),0.6996878981590271,찍어놓고 보내질않았네 ㅠㅠ
기쁨(행복한),0.516919732093811,이제 사용해도 대 ㅋㅋ
기쁨(행복한),0.4615592062473297,넹!ㅎㅎㅎ
즐거운(신나는),0.5031803250312805,애들 패드 케이스 반품하고 새로 샀엉 ㅎㅎㅎ
일상적인,0.3033961355686188,사진
즐거운(신나는),0.547785758972168,안헷갈리게 바탕화면도 바꿔놨당ㅋㅋㅋ
즐거운(신나는),0.4898420572280884,ㅋㅋㅋㅋㅋ 애들한테는 이야기했어? ㅋ
즐거운(신나는),0.5166921019554138,웅웅 아침에 애들이 색 골랐어 ㅋㅋ
생각이 많은,0.2860914170742035,보니깐 필름도 다시 붙였나보네 ㅋ
즐거운(신나는),0.5287467241287231,웅웅ㅋㅋㅋㅋ
즐거운(신나는),0.5588632822036743,후다닥 다 해버렸당ㅋㅋ
슬픔(우울한),0.8271180391311646,오늘 네드가 좀 늦게 오신다고 해서 나도 좀 늦게 들어갈 것 같애 ㅠㅠ
일상적인,0.31271374225616455,웅웅 알겠어용
일상적인,0.34809473156929016,여보
일상적인,0.3189626932144165,당근으로 에어팟 오른쪽 구매 할 수 있어?
슬픔(우울한),0.9017272591590881,그냥 정품을 살게… ㅠㅠ
기쁨(행복한),0.4105202555656433,아마 지금 마사지 중인것 같은데 잘 받아요 ^^
기쁨(행복한),0.5551561117172241,잘 받았어? ㅋ
기쁨(행복한),0.5094146132469177,웅웅 넘나좋은것
기쁨(행복한),0.6409911513328552,최고다최고👍👍
설레는(기대하는),0.41973763704299927,이거 당근으로 살까?
짜증남,0.5243075489997864,ㅋㅋㅋ 진작에 받으라니깐 ㅋㅋ
걱정스러운(불안한),0.8645635843276978,당근으로 사면.. 정품일까?? ㅠㅠ
걱정스러운(불안한),0.7103181481361389,그게 걱정
슬픔(우울한),0.44148460030555725,정품...이겠지...
즐거운(신나는),0.5081763863563538,ㅋㅋㅋㅋ
생각이 많은,0.40021756291389465,그걸 모르겠어서 ㅋㅋ
슬픔(우울한),0.58503657579422,이거 서비스 센터에서는 한 11만원이라던데..
설레는(기대하는),0.934188187122345,어떻게 모험을 해봐??
슬픔(우울한),0.6147753000259399,그럼 서비스센터에서 사는게 나을듯한뎅
일상적인,0.7524179816246033,당근은 얼만데?
슬픔(우울한),0.4139282703399658,모험하지말고...ㅋㅋㅋㅋ
일상적인,0.7172356843948364,6만원~
일상적인,0.4596995711326599,부터 시작
즐거운(신나는),0.517690122127533,ㅎㅎ
슬픔(우울한),0.8150293231010437,음..
일상적인,0.33947473764419556,알겠오!
기쁨(행복한),0.43232250213623047,웅웅!
슬픔(우울한),0.5023307204246521,잠듦
슬픔(우울한),0.5078175067901611,연아잠듦
일상적인,0.29001811146736145,오키 10분
일상적인,0.3863365352153778,이 동네는 3만원 정돈데? ㅋ
즐거운(신나는),0.5231626629829407,오? 좋은데
슬픔(우울한),0.38924267888069153,잃어버린사람이 많은가부네
슬픔(우울한),0.7398272156715393,고장난게 대부분 ㅠㅠ
슬픔(우울한),0.8556517958641052,아이고
일상적인,0.3782389461994171,여기는 6만5천원
슬픔(우울한),0.3976586163043976,그래 그런게 낫다
슬픔(우울한),0.835630476474762,ㅠㅠ
사랑하는,0.5656417608261108,내가 보내줄테니 하나 사줘 ㅠㅠ
기쁨(행복한),0.27247411012649536,네넹!
즐거운(신나는),0.5855370759963989,55000원에 요번주 토요일 2시 범계역에서 거래하기로했엉!
즐거운(신나는),0.516390860080719,오케이!
일상적인,0.3033961355686188,사진
즐거운(신나는),0.5847535133361816,ㅋㅋㅋㅋㅋ
즐거운(신나는),0.43372249603271484,ㅋㅋㅋㅋㅋ뭐야이게
일상적인,0.4573550224304199,누구게
즐거운(신나는),0.5329768657684326,누구야?ㅌㅋ
즐거운(신나는),0.5530181527137756,나야 ㅋㅋ
즐거운(신나는),0.5754570960998535,너무 인자한미소라 ㅋㅋㅋ여보아닌거같아 ㅋㅋㅋ
즐거운(신나는),0.399631530046463,근데 정말 비슷함 ㅋㅋ
일상적인,0.3033961355686188,사진
즐거운(신나는),0.3376010060310364,찰리임 ㅋㅋ
즐거운(신나는),0.5941465497016907,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
즐거운(신나는),0.3257902264595032,특징을 잘 잡아 ㅋㅋ
즐거운(신나는),0.6621825098991394,나도 해봐야겠다 ㅎㅎ
즐거운(신나는),0.5081763863563538,ㅋㅋㅋㅋ
설레는(기대하는),0.7902100086212158,제 미니미 좀 보세요! 샤인 AI 프로필에서 만든 나만의 미니미예요. 친구들도 한번 만들어 보는 거 어때요?
즐거운(신나는),0.4966302812099457,ㅋㅋㅋㅋㅋㅋ 비슷하네 ㅋㅋㅋㅋ
즐거운(신나는),0.5938525199890137,그러네ㅋㅋㅋㅋㅋ
일상적인,0.504375696182251,동영상
즐거운(신나는),0.6079965829849243,밥먹어야하는것도 까먹고 한참했다 ㅋㅋㅋ와 진짜 재밌네
즐거운(신나는),0.586033821105957,ㅋㅋㅋㅋㅋㅋ
일상적인,0.3256077468395233,그래?
즐거운(신나는),0.5107735395431519,웅웅 ㅋㅋㅋㅋ와 진짜 재밌어ㅋㅋㅋㅋ
즐거운(신나는),0.5337773561477661,ㅋㅋ 채아가 좋아할거 같애? ㅋ
즐거운(신나는),0.5310879945755005,엄~~~~~청ㅋㅋㅋㅋ
즐거운(신나는),0.5332652926445007,"나도 이렇게 재밌는데 ㅋㅋㅋ채아는
엄청좋아할거같아 ㅋㅋ"
즐거운(신나는),0.5847535133361816,ㅋㅋㅋㅋㅋ
즐거운(신나는),0.6164646744728088,채아는 요즘 아주 신났네 ㅋㅋ
즐거운(신나는),0.5391378402709961,ㅋㅋㅋㅋㅋ신문물 경험하기ㅋㅋㅋ
즐거운(신나는),0.5877511501312256,나도 오늘 집에가서 해봐야 겠다
즐거운(신나는),0.696831226348877,우리집 벽을 뚫고 막 동그라미들이 쳐들어와!ㅋㅋㅋ
즐거운(신나는),0.43500983715057373,총쏴서 우주선에 태워줘야해 ㅋㅋㅋㅋ
즐거운(신나는),0.6865794062614441,ㅋㅋㅋ 신났고만 ㅋㅋㅋ
즐거운(신나는),0.5360754728317261,ㅋㅋㅋㅋㅋ충전중이야ㅋㅋㅋ
즐거운(신나는),0.6007196307182312,ㅋㅋㅋㅋㅋㅋ 그래 나도 한번 써보고 싶다 ㅋㅋ
일상적인,0.3033961355686188,사진
기쁨(행복한),0.5363237857818604,ㅋㅋㅋㅋ귀엽지
즐거운(신나는),0.5970556735992432,ㅋㅋㅋ 오늘 나갈때 찍은거야? ㅋ
기쁨(행복한),0.5474516153335571,귀엽네 ㅋ
즐거운(신나는),0.5287467241287231,웅웅ㅋㅋㅋㅋ
즐거운(신나는),0.5932662487030029,이제 점심다먹었당ㅎㅎㅎ
즐거운(신나는),0.6843475699424744,오늘 저녁은 어떻게 할래? ㅋ
일상적인,0.530160129070282,애들이랑 먹으려고했지?
일상적인,0.4279986023902893,오늘일찍와요?
즐거운(신나는),0.5018887519836426,응 오늘 일찍 갈게 ㅋ
기쁨(행복한),0.37843912839889526,오호
즐거운(신나는),0.460547536611557,오호 ㅋ
즐거운(신나는),0.7002997994422913,"와 ㅋㅋㅋㅋㅋㅋㅋㅋ누워서 모동숲하고있었는데 ㅋㅋㅋㅋ 집보러 갈수있냐고 전화온거야

5분뒤에 온다해서 진짜 와다다다다다다다다다다다다다 지저분한거 다 들어가!!!!!!ㅋㅋㅋㅋㅋ"
즐거운(신나는),0.486838161945343,ㅋㅋㅋ후 좀 정리된상태로 보여드릴수있었다 ㅋㅋㅋㅋㅋ
즐거운(신나는),0.5799039602279663,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
즐거운(신나는),0.5511013269424438,그래도 처음이네 집보러 온사람 ㅋ
즐거운(신나는),0.548607349395752,웅웅ㅋㅋㅋㅋㅋㅋ
일상적인,0.47558876872062683,요거로 했어요
일상적인,0.3033961355686188,사진
일상적인,0.5519542098045349,a몬스터케어
일상적인,0.48737114667892456,c는 가죽오염제거라 어두운시트는 굳이 추천안하신대
기쁨(행복한),0.5971458554267883,차 완전 깔끔
즐거운(신나는),0.4738031029701233,ㅎㅎㅎ
즐거운(신나는),0.4871285557746887,그래? ㅋ
즐거운(신나는),0.6968498229980469,한번 할때가 되긴 했지 ㅋ
즐거운(신나는),0.42722994089126587,이제 차에서 간식금지 ㅎㅎ
즐거운(신나는),0.42502766847610474,우리도 ㅋㅋㅋ 금지 ㅋㅋㅋ
일상적인,0.3880990743637085,아 맞다
일상적인,0.3310752809047699,하이패스 카드는 교체했어?
일상적인,0.622517466545105,네!
짜증남,0.9528259038925171,알았어! 그럼 신한카드는 해지할게요
즐거운(신나는),0.2920023798942566,네넹!!
걱정스러운(불안한),0.4077392518520355,"🥲 낮에 카페모카 마셨는데 계속 멀미나듯이 울렁거리는거야 
커피마셔서 그런가부다 하고 있다가
못참겠어서 화장실가서 토했는데

점심먹은게
체했었나봐...다토했다 ㅠㅠㅠㅠ엉엉"
짜증남,0.520780622959137,gjr
걱정스러운(불안한),0.7627114653587341,헉 괜찮아? ㅠㅠ
슬픔(우울한),0.5337974429130554,토하고나니 컨디션 훅떨어지네 ㅠㅠ
즐거운(신나는),0.45686638355255127,나 이제 퇴근해요
일상적인,0.3729153573513031,좀만 기다려
기쁨(행복한),0.43232250213623047,웅웅 !
사랑하는,0.4934680163860321,병원도착했어요 여보 저녁챙겨먹어요~
걱정스러운(불안한),0.7921858429908752,장염이라고 수액맞고가라고 하네요 시간 좀 걸릴거같아요
슬픔(우울한),0.8666670918464661,그래 ㅠㅠ 알았어 ㅠㅠ
일상적인,0.6329420208930969,얼마나걸리는지 물어볼게
일상적인,0.69675213098526,아냐 그냥 출발할 때 연락해
일상적인,0.5348989963531494,알겠어요~
기쁨(행복한),0.5110061764717102,애들 오늘간단하게 씻겨요~!
기쁨(행복한),0.5094786882400513,애들 다 씻겼음 ㅋ
일상적인,0.3445659577846527,목욕?
슬픔(우울한),0.6032772064208984,여보밥은?ㅠㅠ
즐거운(신나는),0.5246487855911255,목욕했어 ㅋ
즐거운(신나는),0.5492931604385376,밥은 이제 시킴 ㅋ
슬픔(우울한),0.33318519592285156,고생했어 ㅠㅠ
슬픔(우울한),0.30957815051078796,뭘 ㅋ 좀 쉬어요 ㅋ
일상적인,0.20621831715106964,네넹
일상적인,0.5374541878700256,병원이 9시까지라 9시에 출발할거같아요
짜증남,0.8594270348548889,나 쓰레기 버리고올게!
일상적인,0.8344310522079468,"남준우 고객님의 이번 달 렌탈료(멤버십료)가 미납되어 안내드립니다. 영업일 기준 3일 이내 등록된 납부수단으로 재결제가 시도될 예정이오니, 납부 가능 여부를 확인해 주시기 바랍니다.

 - 재결제 예정 금액 : 27,960원

3회 이상 연체시 서비스(AS,분리/재설치,정기점검)가 제공되지 않습니다.

▶ 미납금 납부/결제정보 변경
서비스센터 홈페이지에서 계약자 본인 명의 카드에 한하여 납부 및 결제정보변경이 가능합니다.

SK매직 고객상담센터 1600-1661"
일상적인,0.36733880639076233,"이렇게
왔어"
일상적인,0.4080672860145569,네네
일상적인,0.34809473156929016,여보
설레는(기대하는),0.9387381076812744,이것 좀 사줄래?
즐거운(신나는),0.3365706205368042,넹!
걱정스러운(불안한),0.4796610474586487,난 애들데리고 이마트병원가는중
기쁨(행복한),0.5163031220436096,연아 약타온거 다 먹어서 ㅎ
