sentiment,confidence,text
Negative,0.9292336106300354,심지어 참치 주먹밥임 ㅋ
Negative,0.746740460395813,ㅋㅋㅋ김자반이랑 참치로 만들었어?ㅋㅋ
Negative,0.7283212542533875,응 ㅋ
Positive,0.6561533212661743,참치 마요 주먹밥임 ㅋ
Negative,0.8952164649963379,참치가 있길래 만들었지 ㅋ
Positive,0.9885326623916626,잘했당!ㅎㅎ 난 이제 광명역 도착!ㅎㅎ
Negative,0.9933066964149475,"엄마 한달에 보험료 25만원 낸다고 하시는데

보험관리사분한테 어떤보험이 들어져있는지 내가 물어봐도되겠지?"
Negative,0.9618274569511414,"안녕하세요~
김소용님 자녀 이신영이라고 합니다.

저희엄마 어떤보험이 들어져있는지 
궁금해서 연락드립니다.^^"
Negative,0.9428994655609131,요렇게 보내려고 하는데
Negative,0.9910390973091125,그 보험이 모두 한 보험관리사에게 가입한거래?
Negative,0.9526242613792419,만약에 그러면 가입된 상품의 상품 설명서를 보내달라고 해봐
Negative,0.9328405857086182,그러면 보내줄거야
Positive,0.9106224775314331,물어볼게!
Negative,0.7283212542533875,응 ㅋ
Positive,0.9867330193519592,야옹! 친구의 탕후루 선물을 확인해보라냥🐾 친구가 만들어줘서 더 맛있는 탕후루 지금 먹으러 가기⚡️
Negative,0.9518060088157654,싫은데
Positive,0.7339310050010681,이모티콘
Positive,0.5050615668296814,ㅋㅋㅋㅋ
Positive,0.7253239750862122,ㅋㅋㅋㅋ이제 연아데리러가는중
Negative,0.9546165466308594,그래요 ㅋ
Positive,0.9510155916213989,저녁 먹고 들어가요 오늘
Positive,0.9584656357765198,네넹!
Positive,0.9692742228507996,난 어제여보가가져온 소고기 먹으려고! 괜찮지?
Positive,0.9071100354194641,애들이랑 같이 ㅎㅎ
Negative,0.9779265522956848,응응 그럼!
Positive,0.977465033531189,맛있게 먹어요 ㅋㅋㅋ
Positive,0.5050615668296814,웅웅ㅋㅋ
Negative,0.8553833961486816,난 출출해서 뭐 시켜먹을까 하는데 여보는 생각있엉?
Positive,0.6673513650894165,그래 난 좋아 ㅋ
Negative,0.9805160760879517,돈 보내준거 확인했어요~!
Positive,0.5039546489715576,뉍 ㅋ
Positive,0.8485406041145325,채아 오늘 교회가고싶다네 ..
Negative,0.9910364151000977,저번 처럼 데리러 가야하나?
Negative,0.8291140794754028,그래야하나 물어봐야겠다
Negative,0.9581314921379089,어머니아버지 배웅나왔다가 예진이네 발견해서 잠깐 인사하러 예진이네왔엉 ㅎ
Negative,0.9615628719329834,응 알았오
Negative,0.7918740510940552,여보 준비 끝나면 연락줘
Negative,0.9039283394813538,준비끝
Positive,0.7378835082054138,오늘은 많이 바쁜가부네
Negative,0.9466645121574402,사진
Negative,0.9312660694122314,두둥
Negative,0.9296199679374695,오옷!!!!
Positive,0.9835345149040222,멋지구리!!!
Negative,0.9466645121574402,사진
Positive,0.5050615668296814,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
Negative,0.988410234451294,여보 그 속도위반 고지서
Negative,0.9047410488128662,찍어서 보내줘
Negative,0.9466645121574402,사진
Positive,0.5458048582077026,매직키보드인가 ㅋㅋ
Positive,0.9185214042663574,좋아보인다 ㅋㅋㅋㅋㅋ연아얼굴짱귀
Positive,0.5050615668296814,ㅋㅋㅋ
Negative,0.8811302781105042,이따가 집에가서 보여줄게 ㅋ
Negative,0.9226090908050537,그리고 앞에 보호 필름도 붙여줘야 해 ㅠㅠ
Negative,0.995590329170227,난 도저히 못하겠다
Positive,0.9716891646385193,웅웅 내가할게!
Negative,0.9546165466308594,그래요 ㅋ
Negative,0.9914447665214539,범칙금도 냈다 ㅋ
Negative,0.8521336913108826,여보는 속 괜찮지?
Positive,0.6673746705055237,응 괜찮아
Negative,0.9971016049385071,여보 속 안좋아?
Negative,0.9785496592521667,난 과음했다 ㅠㅠㅠㅠ오랜만에 숙취ㅠㅠㅠㅠ
Negative,0.9585514664649963,어익후
Positive,0.5050615668296814,ㅠㅠ
Positive,0.935438871383667,이제 진짜 술 3잔만 마셔야하나봐
Negative,0.7559294700622559,어제 몇잔 마셨는데?
Negative,0.9353487491607666,4~5잔 마셨던거같은뎅?
Negative,0.937015175819397,그런가…
Positive,0.7339310050010681,이모티콘
Positive,0.9844400882720947,애들 등원시키고 숙취해소제사서 바로 마셨당ㅋㅋ
Positive,0.9513077735900879,잘했어!
Negative,0.9839221239089966,아 그리고 방금 돈 보냈어요
Positive,0.986395001411438,넵! 이제 다 내야겠당
Negative,0.9466645121574402,사진
Negative,0.844062328338623,쿄쿄쿄
Negative,0.8953325748443604,샀어? ㅋ
Positive,0.9611174464225769,웅웅!!ㅋㅋㅋㅋㅋ
Positive,0.8791219592094421,쿠팡에서 어제 주문했눈데 오늘 바로도착ㅋㅋㅋ
Positive,0.9680187106132507,ㅋㅋㅋㅋ 어제 산것들 얼만지 보내줘
Negative,0.8974668979644775,입금할게 ㅋ
Negative,0.9579589366912842,갤탭이랑 같이?
Negative,0.9495571255683899,"668,980원 입니당"
Negative,0.9242438077926636,보냈습니다. ㅋ
Negative,0.8480139970779419,스위치는 티비에 연결해봤어? ㅋ
Positive,0.8062460422515869,아직 ㅎㅎㅎ
Negative,0.9683679938316345,뭔가 연결하기 어려워보여서 안건드렸엉 ㅎㅎ
Positive,0.5050615668296814,ㅋㅋㅋ
Positive,0.9039832353591919,오랜만에 테트리스하니까 재밌당ㅋㅋㅋ
Negative,0.8872568607330322,스위치로 테트리스를 하다니 ㅋㅋㅋ
Negative,0.9431869983673096,ㅋㅋㅋㅋㅋㅋ이거 없어진지 진짜 오래된게임이란말야ㅋㅋㅋㅋ
Negative,0.9850473403930664,그러니깐 스위치로 없어진지 진짜 오래된 게임을 하다니
Negative,0.9191417694091797,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ놀리는건가 감탄하는건가
Negative,0.982988178730011,"노,, 아니 탐칸… 아니 캄탐…. 아니 감탄하는거지"
Positive,0.7339310050010681,이모티콘
Negative,0.911016583442688,오늘 옷사러갈거야?
Negative,0.7260428667068481,내일 갈까? ㅋㅋㅋ
Positive,0.8672298789024353,오늘 가도 대고 ㅋ
Positive,0.9829328060150146,주차장인데 애들 더 자고싶어하는거같아서 갈거면 여보내려오면될거같아
Negative,0.8791834712028503,아 그렇군 일단 나 라면 ㅠㅠ
Negative,0.9739696979522705,아하 그럼 올라갈게 ㅎㅎ
Positive,0.9673544764518738,"쿠팡을 추천합니다!
Soopii GaN 65W 초고속충전 2구 콘센트 4000W USB 멀티탭 GC10"
Positive,0.974432647228241,"쿠팡을 추천합니다!
유그린 GaNIII 멀티탭 고속충전기 DigiNest Cube 3680W with PD65W"
Negative,0.9269358515739441,여보
Negative,0.885672390460968,카드 받은거 앞뒤로 사진 찍어서 보내줘
Negative,0.6684862375259399,사용 등록 할거고
Negative,0.7240917086601257,그거 우리 차 하이패스에 설치하면 대
Negative,0.8560589551925659,기존 신한카드는 없애고
Positive,0.9584656357765198,네넹!
Negative,0.9338511228561401,카드 사진은 언제 보내줄거야?
Positive,0.5050615668296814,ㅠㅠ
Negative,0.9750891327857971,사진 2장
Negative,0.9918035268783569,찍어놓고 보내질않았네 ㅠㅠ
Positive,0.9556941986083984,이제 사용해도 대 ㅋㅋ
Positive,0.9562211632728577,넹!ㅎㅎㅎ
Negative,0.9729896783828735,애들 패드 케이스 반품하고 새로 샀엉 ㅎㅎㅎ
Negative,0.9466645121574402,사진
Negative,0.6690634489059448,안헷갈리게 바탕화면도 바꿔놨당ㅋㅋㅋ
Negative,0.709507942199707,ㅋㅋㅋㅋㅋ 애들한테는 이야기했어? ㅋ
Positive,0.9857391715049744,웅웅 아침에 애들이 색 골랐어 ㅋㅋ
Negative,0.9318931102752686,보니깐 필름도 다시 붙였나보네 ㅋ
Positive,0.5050615668296814,웅웅ㅋㅋㅋㅋ
Negative,0.9953235983848572,후다닥 다 해버렸당ㅋㅋ
Negative,0.5039979815483093,오늘 네드가 좀 늦게 오신다고 해서 나도 좀 늦게 들어갈 것 같애 ㅠㅠ
Positive,0.9377601742744446,웅웅 알겠어용
Negative,0.9269358515739441,여보
Positive,0.8618660569190979,당근으로 에어팟 오른쪽 구매 할 수 있어?
Negative,0.9621230959892273,그냥 정품을 살게… ㅠㅠ
Positive,0.9906538128852844,아마 지금 마사지 중인것 같은데 잘 받아요 ^^
Negative,0.6641664505004883,잘 받았어? ㅋ
Positive,0.9676746726036072,웅웅 넘나좋은것
Positive,0.5050615668296814,최고다최고👍👍
Positive,0.6150807738304138,이거 당근으로 살까?
Positive,0.8742721676826477,ㅋㅋㅋ 진작에 받으라니깐 ㅋㅋ
Negative,0.9305067658424377,당근으로 사면.. 정품일까?? ㅠㅠ
Negative,0.7923601865768433,그게 걱정
Negative,0.9669454097747803,정품...이겠지...
Positive,0.5050615668296814,ㅋㅋㅋㅋ
Negative,0.9725541472434998,그걸 모르겠어서 ㅋㅋ
Negative,0.9483271241188049,이거 서비스 센터에서는 한 11만원이라던데..
Negative,0.9957889914512634,어떻게 모험을 해봐??
Negative,0.9746248722076416,그럼 서비스센터에서 사는게 나을듯한뎅
Negative,0.5866277813911438,당근은 얼만데?
Negative,0.9960797429084778,모험하지말고...ㅋㅋㅋㅋ
Negative,0.9539368748664856,6만원~
Negative,0.9641845226287842,부터 시작
Positive,0.5050615668296814,ㅎㅎ
Negative,0.9805474281311035,음..
Positive,0.8475135564804077,알겠오!
Positive,0.9499585628509521,웅웅!
Positive,0.5050615668296814,잠듦
Positive,0.5050615668296814,연아잠듦
Negative,0.8973401188850403,오키 10분
Negative,0.9650744795799255,이 동네는 3만원 정돈데? ㅋ
Positive,0.7587782144546509,오? 좋은데
Negative,0.9892723560333252,잃어버린사람이 많은가부네
Negative,0.9908513426780701,고장난게 대부분 ㅠㅠ
Negative,0.6542276740074158,아이고
Negative,0.9337273240089417,여기는 6만5천원
Negative,0.9771682024002075,그래 그런게 낫다
Positive,0.5050615668296814,ㅠㅠ
Negative,0.9791660904884338,내가 보내줄테니 하나 사줘 ㅠㅠ
Positive,0.9584656357765198,네넹!
Negative,0.9585004448890686,55000원에 요번주 토요일 2시 범계역에서 거래하기로했엉!
Positive,0.9464962482452393,오케이!
Negative,0.9466645121574402,사진
Positive,0.5050615668296814,ㅋㅋㅋㅋㅋ
Positive,0.5050615668296814,ㅋㅋㅋㅋㅋ뭐야이게
Negative,0.9943807721138,누구게
Negative,0.9593111276626587,누구야?ㅌㅋ
Positive,0.5994734764099121,나야 ㅋㅋ
Negative,0.9700746536254883,너무 인자한미소라 ㅋㅋㅋ여보아닌거같아 ㅋㅋㅋ
Positive,0.8434499502182007,근데 정말 비슷함 ㅋㅋ
Negative,0.9466645121574402,사진
Positive,0.931641697883606,찰리임 ㅋㅋ
Positive,0.5050615668296814,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
Positive,0.9620734453201294,특징을 잘 잡아 ㅋㅋ
Positive,0.8334946036338806,나도 해봐야겠다 ㅎㅎ
Positive,0.5050615668296814,ㅋㅋㅋㅋ
Positive,0.9368045330047607,제 미니미 좀 보세요! 샤인 AI 프로필에서 만든 나만의 미니미예요. 친구들도 한번 만들어 보는 거 어때요?
Positive,0.7930365204811096,ㅋㅋㅋㅋㅋㅋ 비슷하네 ㅋㅋㅋㅋ
Positive,0.5050615668296814,그러네ㅋㅋㅋㅋㅋ
Negative,0.8642390966415405,동영상
Negative,0.6066457033157349,밥먹어야하는것도 까먹고 한참했다 ㅋㅋㅋ와 진짜 재밌네
Positive,0.5050615668296814,ㅋㅋㅋㅋㅋㅋ
Negative,0.9786887168884277,그래?
Positive,0.9385898113250732,웅웅 ㅋㅋㅋㅋ와 진짜 재밌어ㅋㅋㅋㅋ
Positive,0.78419429063797,ㅋㅋ 채아가 좋아할거 같애? ㅋ
Positive,0.8405323028564453,엄~~~~~청ㅋㅋㅋㅋ
Positive,0.9737790822982788,"나도 이렇게 재밌는데 ㅋㅋㅋ채아는
엄청좋아할거같아 ㅋㅋ"
Positive,0.5050615668296814,ㅋㅋㅋㅋㅋ
Positive,0.9895278811454773,채아는 요즘 아주 신났네 ㅋㅋ
Positive,0.5039546489715576,ㅋㅋㅋㅋㅋ신문물 경험하기ㅋㅋㅋ
Positive,0.8465879559516907,나도 오늘 집에가서 해봐야 겠다
Positive,0.8407521843910217,우리집 벽을 뚫고 막 동그라미들이 쳐들어와!ㅋㅋㅋ
Negative,0.8659276366233826,총쏴서 우주선에 태워줘야해 ㅋㅋㅋㅋ
Negative,0.6216135025024414,ㅋㅋㅋ 신났고만 ㅋㅋㅋ
Positive,0.5050615668296814,ㅋㅋㅋㅋㅋ충전중이야ㅋㅋㅋ
Negative,0.8450502157211304,ㅋㅋㅋㅋㅋㅋ 그래 나도 한번 써보고 싶다 ㅋㅋ
Negative,0.9466645121574402,사진
Positive,0.5050615668296814,ㅋㅋㅋㅋ귀엽지
Negative,0.7410910129547119,ㅋㅋㅋ 오늘 나갈때 찍은거야? ㅋ
Positive,0.972564697265625,귀엽네 ㅋ
Positive,0.5050615668296814,웅웅ㅋㅋㅋㅋ
Positive,0.8963585495948792,이제 점심다먹었당ㅎㅎㅎ
Negative,0.8558301329612732,오늘 저녁은 어떻게 할래? ㅋ
Negative,0.9088585376739502,애들이랑 먹으려고했지?
Negative,0.777155876159668,오늘일찍와요?
Positive,0.9099721908569336,응 오늘 일찍 갈게 ㅋ
Positive,0.5424782037734985,오호
Negative,0.5043070912361145,오호 ㅋ
Negative,0.9817282557487488,"와 ㅋㅋㅋㅋㅋㅋㅋㅋ누워서 모동숲하고있었는데 ㅋㅋㅋㅋ 집보러 갈수있냐고 전화온거야

5분뒤에 온다해서 진짜 와다다다다다다다다다다다다다 지저분한거 다 들어가!!!!!!ㅋㅋㅋㅋㅋ"
Positive,0.8305526971817017,ㅋㅋㅋ후 좀 정리된상태로 보여드릴수있었다 ㅋㅋㅋㅋㅋ
Positive,0.5050615668296814,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
Negative,0.8771474361419678,그래도 처음이네 집보러 온사람 ㅋ
Positive,0.5050615668296814,웅웅ㅋㅋㅋㅋㅋㅋ
Positive,0.8828164339065552,요거로 했어요
Negative,0.9466645121574402,사진
Positive,0.8508018851280212,a몬스터케어
Negative,0.9670510292053223,c는 가죽오염제거라 어두운시트는 굳이 추천안하신대
Positive,0.9840912222862244,차 완전 깔끔
Positive,0.5050615668296814,ㅎㅎㅎ
Negative,0.9767119884490967,그래? ㅋ
Negative,0.9562815427780151,한번 할때가 되긴 했지 ㅋ
Positive,0.7370427846908569,이제 차에서 간식금지 ㅎㅎ
Negative,0.6501885652542114,우리도 ㅋㅋㅋ 금지 ㅋㅋㅋ
Negative,0.9805917143821716,아 맞다
Negative,0.8701992630958557,하이패스 카드는 교체했어?
Negative,0.8511650562286377,네!
Negative,0.730865478515625,알았어! 그럼 신한카드는 해지할게요
Positive,0.9475248456001282,네넹!!
Negative,0.991582453250885,"🥲 낮에 카페모카 마셨는데 계속 멀미나듯이 울렁거리는거야 
커피마셔서 그런가부다 하고 있다가
못참겠어서 화장실가서 토했는데

점심먹은게
체했었나봐...다토했다 ㅠㅠㅠㅠ엉엉"
Negative,0.5693680644035339,gjr
Negative,0.5057961344718933,헉 괜찮아? ㅠㅠ
Positive,0.861102819442749,토하고나니 컨디션 훅떨어지네 ㅠㅠ
Positive,0.9335214495658875,나 이제 퇴근해요
Negative,0.9155096411705017,좀만 기다려
Positive,0.9499585628509521,웅웅 !
Positive,0.9910220503807068,병원도착했어요 여보 저녁챙겨먹어요~
Negative,0.9172559976577759,장염이라고 수액맞고가라고 하네요 시간 좀 걸릴거같아요
Negative,0.8865671753883362,그래 ㅠㅠ 알았어 ㅠㅠ
Negative,0.9761249423027039,얼마나걸리는지 물어볼게
Negative,0.9881680607795715,아냐 그냥 출발할 때 연락해
Positive,0.8307508230209351,알겠어요~
Positive,0.9885713458061218,애들 오늘간단하게 씻겨요~!
Positive,0.9560371041297913,애들 다 씻겼음 ㅋ
Negative,0.9683647751808167,목욕?
Negative,0.8747735619544983,여보밥은?ㅠㅠ
Positive,0.9589325785636902,목욕했어 ㅋ
Positive,0.8654205799102783,밥은 이제 시킴 ㅋ
Negative,0.9712945818901062,고생했어 ㅠㅠ
Positive,0.7483326196670532,뭘 ㅋ 좀 쉬어요 ㅋ
Positive,0.5050615668296814,네넹
Negative,0.8205550312995911,병원이 9시까지라 9시에 출발할거같아요
Negative,0.9967393279075623,나 쓰레기 버리고올게!
Negative,0.9970306158065796,"남준우 고객님의 이번 달 렌탈료(멤버십료)가 미납되어 안내드립니다. 영업일 기준 3일 이내 등록된 납부수단으로 재결제가 시도될 예정이오니, 납부 가능 여부를 확인해 주시기 바랍니다.

 - 재결제 예정 금액 : 27,960원

3회 이상 연체시 서비스(AS,분리/재설치,정기점검)가 제공되지 않습니다.

▶ 미납금 납부/결제정보 변경
서비스센터 홈페이지에서 계약자 본인 명의 카드에 한하여 납부 및 결제정보변경이 가능합니다.

SK매직 고객상담센터 1600-1661"
Negative,0.992733359336853,"이렇게
왔어"
Negative,0.9378379583358765,네네
Negative,0.9269358515739441,여보
Negative,0.6940816044807434,이것 좀 사줄래?
Positive,0.9584656357765198,넹!
Positive,0.9498120546340942,난 애들데리고 이마트병원가는중
Positive,0.9807314276695251,연아 약타온거 다 먹어서 ㅎ
Positive,0.868523120880127,난 아직 회사이긴 한데 ㅠ
Negative,0.9070590138435364,웅웅 저녁은 어떻게 할거야?
Positive,0.856065034866333,일단 저녁은 먹고 갈게
Positive,0.8911414742469788,알겠어요~!
Negative,0.8710488677024841,여보는 저녁 먹었어?
Positive,0.9778123497962952,어제 주방쉰냄새의 정체를 알아냈다!
Negative,0.9435480237007141,먼데?
Positive,0.9745843410491943,노란색스펀지였어! ㅎㅎ
Negative,0.8400229811668396,초코우유 잔뜩 흘린거 닦았었잖아
Negative,0.9466795325279236,그거 냄새였어
Negative,0.9464488625526428,우유 닦고 그냥 뒀군
Negative,0.9556241035461426,그렇군
Negative,0.9024357795715332,물로 헹궜는데
Negative,0.9306332468986511,다 안헹궈졌었나보ㅓ
Negative,0.9931949377059937,바로 버렸당
Positive,0.5136023163795471,그래 잘했어 ㅋ
Negative,0.9718223214149475,여보 생활비 더 보내줄수있엉?
Negative,0.960799515247345,얼마 더 보내줄까?
Negative,0.9475041031837463,30만원정도 될까낲
Positive,0.9374579191207886,고마워!
Positive,0.8455926179885864,더 필요하면 이야기해 ㅋ
Positive,0.9584656357765198,넹!
Negative,0.9760872721672058,둘다 잠들었다
Negative,0.8485850095748901,5분
Positive,0.5629945397377014,출근은 잘 했어?
Positive,0.6398756504058838,응 출근은 잘했고
Negative,0.7743233442306519,내일 캠핑은 취소했어 ㅠㅠ
Negative,0.9226109981536865,내일 폭우가 내린대
Negative,0.8423311114311218,그렇군!ㅠㅠ
Negative,0.9869247674942017,위험할 것 같아서
Negative,0.5469667315483093,폭우면 캠핑은 힘들지 ㅠㅠ
Positive,0.9416872262954712,애들데리고
Negative,0.5084679126739502,응 그래서 일단 연기하려고
Positive,0.9584656357765198,네넹!
Positive,0.9528613090515137,일단 오늘 저녁에 갈테니 오늘 올라옵시다 ㅋ
Positive,0.8741651773452759,네네 알겠습니당
Positive,0.9622104167938232,(최고)
Positive,0.8937438130378723,내일 출근하겠네
Negative,0.9220426082611084,그렇겠지? ㅋ
Negative,0.915161669254303,그렇구만...ㅎ
Negative,0.9968359470367432,왜에?
Positive,0.7214978933334351,내일 어디 갈까?
Positive,0.8253553509712219,가도 대요 ㅋ
Positive,0.9496616125106812,애들 유치원 어린이집보내야하나 생각중이라
Negative,0.7915202379226685,아 ㅋ
Negative,0.9972929358482361,장작안썼는데 반품할까?
Negative,0.9646744132041931,아냐 ㅋ 내비둬봐 ㅋ
Positive,0.5050615668296814,네넹
Negative,0.6740016937255859,머하니
Positive,0.8835981488227844,"채아방 블라인드
바테이블"
Negative,0.9238446354866028,채아방 창문 너비 1800
Negative,0.9585570693016052,거실 창 너비 3300
Positive,0.8736820220947266,매직블록
Negative,0.9844074249267578,계란 무생채 보리 콩나물
Positive,0.8252233862876892,오렌지
Negative,0.9964500665664673,버섯
Negative,0.8556550145149231,표고표고 표고버섯 어예
